Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
Bulgaria,1413,29,,4.28,21295,3139.93
Bulgaria,1427,24,,3.54,21319,3143.47
Bulgaria,1441,6,,0.88,21325,3144.35
Bulgaria,1455,45,Omicron (BA.2.86),6.64,21370,3150.99
Bulgaria,1469,7,,1.03,21377,3152.02
Cambodia,293,2,,0.12,2,0.12
Cambodia,307,3,,0.18,5,0.3
Cambodia,321,7,,0.42,12,0.72
Cambodia,335,1,,0.06,13,0.78
Cambodia,349,5,,0.3,18,1.08
Cambodia,377,2,,0.12,20,1.2
Cambodia,391,3,,0.18,23,1.38
Cambodia,405,20,,1.19,43,2.57
Cambodia,419,18,,1.07,61,3.64
Cambodia,433,1,,0.06,62,3.7
Cambodia,447,19,,1.13,81,4.83
Cambodia,461,50,Alpha,2.98,131,7.81
Cambodia,475,52,Alpha,3.1,183,10.91
Cambodia,489,71,Alpha,4.23,254,15.14
Cambodia,503,73,Alpha,4.35,327,19.49
Cambodia,517,66,Alpha,3.94,393,23.43
Cambodia,531,98,Alpha,5.84,491,29.27
Cambodia,545,89,Alpha,5.31,580,34.58
Cambodia,559,102,Alpha,6.08,682,40.66
Cambodia,573,94,Alpha,5.61,776,46.27
Cambodia,587,91,Alpha,5.43,867,51.7
Cambodia,601,90,Alpha,5.37,957,57.07
Cambodia,615,94,Alpha,5.61,1051,62.68
Cambodia,629,85,Delta,5.07,1136,67.75
Cambodia,643,146,Delta,8.71,1282,76.46
Cambodia,657,125,Delta,7.45,1407,83.91
Cambodia,671,136,Delta,8.11,1543,92.02
Cambodia,685,150,Delta,8.95,1693,100.97
Cambodia,699,105,Delta,6.26,1798,107.23
Cambodia,713,85,Delta,5.07,1883,112.3
Cambodia,727,117,Omicron (BA.1),6.98,2000,119.28
Cambodia,741,139,Omicron (BA.1),8.29,2139,127.57
Cambodia,755,223,Omicron (BA.2),13.3,2362,140.87
Cambodia,769,195,Omicron (BA.2),11.63,2557,152.5
Cambodia,783,150,Omicron (BA.2),8.95,2707,161.45
Cambodia,797,55,Omicron (BA.2),3.28,2762,164.73
Cambodia,811,56,Omicron (BA.2),3.34,2818,168.07
Cambodia,825,44,Omicron (BA.2),2.62,2862,170.69
Cambodia,839,25,,1.49,2887,172.18
Cambodia,853,11,,0.66,2898,172.84
Cambodia,867,9,,0.54,2907,173.38
Cambodia,881,10,,0.6,2917,173.98
Cambodia,895,38,Omicron (BA.5),2.27,2955,176.25
Cambodia,909,31,Omicron (BA.5),1.85,2986,178.1
Cambodia,923,76,Omicron (BA.5),4.53,3062,182.63
Cambodia,937,77,Omicron (BA.5),4.59,3139,187.22
Cambodia,951,66,Omicron (BA.5),3.94,3205,191.16
Cambodia,965,43,Omicron (BA.5),2.56,3248,193.72
Cambodia,979,35,Omicron (BA.5),2.09,3283,195.81
Cambodia,993,33,Omicron (BA.5),1.97,3316,197.78
Cambodia,1007,19,,1.13,3335,198.91
Cambodia,1021,11,,0.66,3346,199.57
Cambodia,1035,17,,1.01,3363,200.58
Cambodia,1049,45,Others,2.68,3408,203.26
Cambodia,1063,63,Others,3.76,3471,207.02
Cambodia,1077,34,Others,2.03,3505,209.05
Cambodia,1091,9,,0.54,3514,209.59
Cambodia,1105,3,,0.18,3517,209.77
Cambodia,1119,2,,0.12,3519,209.89
Cambodia,1133,2,,0.12,3521,210.01
Cambodia,1147,1,,0.06,3522,210.07
Cambodia,1189,4,,0.24,3526,210.31
Cambodia,1203,1,,0.06,3527,210.37
Cambodia,1217,5,,0.3,3532,210.67
Cambodia,1231,12,,0.72,3544,211.39
Cambodia,1245,11,,0.66,3555,212.05
Cambodia,1371,1,,0.06,3556,212.11
Cambodia,1385,4,,0.24,3560,212.35
Cambodia,1399,2,,0.12,3562,212.47
Cambodia,1413,4,,0.24,3566,212.71
Cambodia,1427,17,,1.01,3583,213.72
Cambodia,1441,23,,1.37,3606,215.09
Cambodia,1455,17,,1.01,3623,216.1
Cambodia,1469,12,,0.72,3635,216.82
Cambodia,1483,2,,0.12,3637,216.94
Cambodia,1497,6,,0.36,3643,217.3
Cambodia,1525,1,,0.06,3644,217.36
Cambodia,1539,2,,0.12,3646,217.48
Cambodia,1567,11,,0.66,3657,218.14
Cambodia,1581,4,,0.24,3661,218.38
Cambodia,1595,9,,0.54,3670,218.92
Cambodia,1609,4,,0.24,3674,219.16
Cameroon,111,3,,0.11,3,0.11
Cameroon,125,14,,0.5,17,0.61
Cameroon,153,6,,0.21,23,0.82
Cameroon,209,2,,0.07,25,0.89
Cameroon,279,1,,0.04,26,0.93
Cameroon,293,3,,0.11,29,1.04
Cameroon,307,6,,0.21,35,1.25
Cameroon,321,2,,0.07,37,1.32
Cameroon,335,6,,0.21,43,1.53
Cameroon,349,10,,0.36,53,1.89
Cameroon,363,11,,0.39,64,2.28
Cameroon,377,21,,0.75,85,3.03
Cameroon,391,32,Others,1.15,117,4.18
Cameroon,405,5,,0.18,122,4.36
Cameroon,419,30,Others,1.07,152,5.43
Cameroon,433,1,,0.04,153,5.47
Cameroon,447,17,,0.61,170,6.08
Cameroon,461,3,,0.11,173,6.19
Cameroon,475,26,,0.93,199,7.12
Cameroon,489,1,,0.04,200,7.16
Cameroon,503,28,,1.0,228,8.16
Cameroon,531,2,,0.07,230,8.23
Cameroon,545,3,,0.11,233,8.34
Cameroon,559,1,,0.04,234,8.38
Cameroon,573,12,,0.43,246,8.81
Cameroon,587,70,Delta,2.51,316,11.32
Cameroon,601,114,Delta,4.08,430,15.4
Cameroon,615,58,Delta,2.08,488,17.48
Cameroon,629,1,,0.04,489,17.52
Cameroon,657,10,,0.36,499,17.88
Cameroon,671,9,,0.32,508,18.2
Cameroon,685,24,,0.86,532,19.06
Cameroon,699,42,Omicron (BA.1),1.5,574,20.56
Cameroon,713,125,Omicron (BA.1),4.48,699,25.04
Cameroon,727,267,Omicron (BA.1),9.56,966,34.6
Cameroon,741,68,Omicron (BA.1),2.44,1034,37.04
Cameroon,755,14,,0.5,1048,37.54
Cameroon,783,7,,0.25,1055,37.79
Cameroon,797,3,,0.11,1058,37.9
Cameroon,811,6,,0.21,1064,38.11
Cameroon,825,1,,0.04,1065,38.15
Cameroon,839,4,,0.14,1069,38.29
Cameroon,853,4,,0.14,1073,38.43
Cameroon,867,4,,0.14,1077,38.57
Cameroon,881,3,,0.11,1080,38.68
Cameroon,895,73,Omicron (BA.5),2.62,1153,41.3
Cameroon,909,18,,0.64,1171,41.94
Cameroon,923,53,Omicron (BA.5),1.9,1224,43.84
Cameroon,937,209,Omicron (BA.5),7.49,1433,51.33
Cameroon,951,61,Omicron (BA.5),2.19,1494,53.52
Cameroon,965,65,Omicron (BA.5),2.33,1559,55.85
Cameroon,979,14,,0.5,1573,56.35
Cameroon,993,13,,0.47,1586,56.82
Cameroon,1007,17,,0.61,1603,57.43
Cameroon,1021,5,,0.18,1608,57.61
Cameroon,1035,1,,0.04,1609,57.65
Cameroon,1119,2,,0.07,1611,57.72
Cameroon,1469,12,,0.43,1623,58.15
Canada,111,946,Others,24.6,946,24.6
Canada,125,623,Others,16.2,1569,40.8
Canada,139,213,Others,5.54,1782,46.34
Canada,153,204,Others,5.3,1986,51.64
Canada,167,112,Others,2.91,2098,54.55
Canada,181,214,Others,5.57,2312,60.12
Canada,195,304,Others,7.91,2616,68.03
Canada,209,595,Others,15.47,3211,83.5
Canada,223,757,Others,19.69,3968,103.19
Canada,237,767,Others,19.95,4735,123.14
Canada,251,840,Others,21.84,5575,144.98
Canada,265,1127,Others,29.31,6702,174.29
Canada,279,1210,Others,31.47,7912,205.76
Canada,293,1951,Others,50.74,9863,256.5
Canada,307,2304,Others,59.92,12167,316.42
Canada,321,2620,Others,68.13,14787,384.55
Canada,335,2772,Others,72.09,17559,456.64
Canada,349,2803,Others,72.89,20362,529.53
Canada,363,4634,Others,120.51,24996,650.04
Canada,377,4066,Others,105.74,29062,755.78
Canada,391,3652,Others,94.97,32714,850.75
Canada,405,4415,Others,114.81,37129,965.56
Canada,419,6245,Others,162.4,43374,1127.96
Canada,433,9946,Alpha,258.64,53320,1386.6
Canada,447,10024,Alpha,260.67,63344,1647.27
Canada,461,10853,Alpha,282.23,74197,1929.5
Canada,475,10834,Alpha,281.74,85031,2211.24
Canada,489,7439,Alpha,193.45,92470,2404.69
Canada,503,4673,Alpha,121.52,97143,2526.21
Canada,517,4359,Alpha,113.36,101502,2639.57
Canada,531,2771,Alpha,72.06,104273,2711.63
Canada,545,1907,Delta,49.59,106180,2761.22
Canada,559,4766,Delta,123.94,110946,2885.16
Canada,573,11046,Delta,287.25,121992,3172.41
Canada,587,14921,Delta,388.02,136913,3560.43
Canada,601,12388,Delta,322.15,149301,3882.58
Canada,615,7255,Delta,188.67,156556,4071.25
Canada,629,8755,Delta,227.67,165311,4298.92
Canada,643,7366,Delta,191.55,172677,4490.47
Canada,657,7703,Delta,200.32,180380,4690.79
Canada,671,7048,Delta,183.28,187428,4874.07
Canada,685,10879,Delta,282.91,198307,5156.98
Canada,699,15337,Delta,398.84,213644,5555.82
Canada,713,17656,Omicron (BA.1),459.14,231300,6014.96
Canada,727,14915,Omicron (BA.1),387.86,246215,6402.82
Canada,741,11085,Omicron (BA.1),288.26,257300,6691.08
Canada,755,10051,Omicron (BA.1),261.38,267351,6952.46
Canada,769,8989,Omicron (BA.1),233.76,276340,7186.22
Canada,783,7673,Omicron (BA.1),199.54,284013,7385.76
Canada,797,10303,Omicron (BA.2),267.93,294316,7653.69
Canada,811,11112,Omicron (BA.2),288.97,305428,7942.66
Canada,825,10289,Omicron (BA.2),267.56,315717,8210.22
Canada,839,8878,Omicron (BA.2),230.87,324595,8441.09
Canada,853,7944,Omicron (BA.2),206.58,332539,8647.67
Canada,867,5997,Omicron (BA.2),155.95,338536,8803.62
Canada,881,6364,Omicron (BA.2.12.1),165.5,344900,8969.12
Canada,895,7095,Omicron (BA.5),184.5,351995,9153.62
Canada,909,9758,Omicron (BA.5),253.76,361753,9407.38
Canada,923,6748,Omicron (BA.5),175.48,368501,9582.86
Canada,937,6674,Omicron (BA.5),173.56,375175,9756.42
Canada,951,7103,Omicron (BA.5),184.71,382278,9941.13
Canada,965,6761,Omicron (BA.5),175.82,389039,10116.95
Canada,979,7753,Omicron (BA.5),201.62,396792,10318.57
Canada,993,7774,Omicron (BA.5),202.16,404566,10520.73
Canada,1007,7823,Omicron (BA.5),203.44,412389,10724.17
Canada,1021,7205,Omicron (BA.5),187.37,419594,10911.54
Canada,1035,5431,Omicron (BA.5),141.23,425025,11052.77
Canada,1049,5820,Omicron (BQ.1),151.35,430845,11204.12
Canada,1063,7229,Omicron (BQ.1),187.99,438074,11392.11
Canada,1077,7626,Omicron (BQ.1),198.31,445700,11590.42
Canada,1091,8054,Omicron (BQ.1),209.44,453754,11799.86
Canada,1105,6042,Omicron (BQ.1),157.12,459796,11956.98
Canada,1119,5717,Omicron (BQ.1),148.67,465513,12105.65
Canada,1133,5754,Omicron (XBB.1.5),149.63,471267,12255.28
Canada,1147,4949,Omicron (XBB.1.5),128.7,476216,12383.98
Canada,1161,5299,Omicron (XBB.1.5),137.8,481515,12521.78
Canada,1175,4460,Omicron (XBB.1.5),115.98,485975,12637.76
Canada,1189,4175,Omicron (XBB.1.5),108.57,490150,12746.33
Canada,1203,3665,Omicron (XBB.1.5),95.31,493815,12841.64
Canada,1217,3155,Omicron (XBB.1.5),82.05,496970,12923.69
Canada,1231,2458,Omicron (XBB.1.5),63.92,499428,12987.61
Canada,1245,1689,Omicron (XBB.1.5),43.92,501117,13031.53
Canada,1259,1310,Omicron (XBB.1.5),34.07,502427,13065.6
Canada,1273,1088,Omicron (XBB.1.5),28.29,503515,13093.89
Canada,1287,1341,Omicron (XBB.1.5),34.87,504856,13128.76
Canada,1301,1361,Omicron (EG.5.1),35.39,506217,13164.15
Canada,1315,2501,Omicron (EG.5.1),65.04,508718,13229.19
Canada,1329,3404,Omicron (EG.5.1),88.52,512122,13317.71
Canada,1343,5007,Omicron (EG.5.1),130.21,517129,13447.92
Canada,1357,5539,Omicron (EG.5.1),144.04,522668,13591.96
Canada,1371,5451,Omicron (EG.5.1),141.75,528119,13733.71
Canada,1385,5651,Omicron (EG.5.1),146.95,533770,13880.66
Canada,1399,5462,Omicron (EG.5.1),142.04,539232,14022.7
Canada,1413,5607,Omicron (EG.5.1),145.81,544839,14168.51
Canada,1427,4985,Omicron (EG.5.1),129.63,549824,14298.14
Canada,1441,4085,Omicron (BA.2.86),106.23,553909,14404.37
Canada,1455,3796,Omicron (BA.2.86),98.71,557705,14503.08
Canada,1469,3090,Omicron (BA.2.86),80.36,560795,14583.44
Canada,1483,2576,Omicron (BA.2.86),66.99,563371,14650.43
Canada,1497,2113,Omicron (BA.2.86),54.95,565484,14705.38
Canada,1511,1802,Omicron (BA.2.86),46.86,567286,14752.24
Canada,1525,1542,Omicron (BA.2.86),40.1,568828,14792.34
Canada,1539,1288,Omicron (BA.2.86),33.49,570116,14825.83
Canada,1553,1158,Omicron (BA.2.86),30.11,571274,14855.94
Canada,1567,1539,Omicron (BA.2.86),40.02,572813,14895.96
Canada,1581,1925,Omicron (BA.2.86),50.06,574738,14946.02
Canada,1595,1821,Omicron (BA.2.86),47.35,576559,14993.37
Canada,1609,1941,Omicron (BA.2.86),50.48,578500,15043.85
Canada,1623,1481,Omicron (BA.2.86),38.51,579981,15082.36
Canada,1637,113,Omicron (BA.2.86),2.94,580094,15085.3
Chile,111,106,Others,5.41,106,5.41
Chile,125,84,Others,4.28,190,9.69
Chile,139,81,Others,4.13,271,13.82
Chile,153,9,,0.46,280,14.28
Chile,167,61,Others,3.11,341,17.39
Chile,181,34,Others,1.73,375,19.12
Chile,195,36,Others,1.84,411,20.96
Chile,209,25,,1.28,436,22.24
Chile,223,58,Others,2.96,494,25.2
Chile,237,54,Others,2.75,548,27.95
Chile,251,45,Others,2.3,593,30.25
Chile,265,65,Others,3.32,658,33.57
Chile,279,47,Others,2.4,705,35.97
Chile,293,9,,0.46,714,36.43
Chile,307,15,,0.77,729,37.2
Chile,321,7,,0.36,736,37.56
Chile,335,28,,1.43,764,38.99
Chile,349,82,Others,4.18,846,43.17
Chile,363,89,Others,4.54,935,47.71
Chile,377,46,Others,2.35,981,50.06
Chile,391,94,Others,4.8,1075,54.86
Chile,405,105,Others,5.36,1180,60.22
Chile,419,101,Others,5.15,1281,65.37
Chile,433,204,Others,10.41,1485,75.78
Chile,447,341,Gamma,17.39,1826,93.17
Chile,461,448,Gamma,22.85,2274,116.02
Chile,475,575,Gamma,29.33,2849,145.35
Chile,489,536,Gamma,27.34,3385,172.69
Chile,503,480,Gamma,24.49,3865,197.18
Chile,517,665,Gamma,33.92,4530,231.1
Chile,531,857,Gamma,43.72,5387,274.82
Chile,545,899,Gamma,45.86,6286,320.68
Chile,559,746,Gamma,38.05,7032,358.73
Chile,573,861,Gamma,43.92,7893,402.65
Chile,587,830,Gamma,42.34,8723,444.99
Chile,601,1131,Delta,57.69,9854,502.68
Chile,615,1478,Delta,75.39,11332,578.07
Chile,629,1557,Delta,79.42,12889,657.49
Chile,643,1163,Delta,59.33,14052,716.82
Chile,657,1164,Delta,59.38,15216,776.2
Chile,671,730,Delta,37.24,15946,813.44
Chile,685,510,Delta,26.02,16456,839.46
Chile,699,876,Delta,44.69,17332,884.15
Chile,713,1785,Omicron (BA.1),91.05,19117,975.2
Chile,727,1172,Omicron (BA.1),59.78,20289,1034.98
Chile,741,474,Omicron (BA.1),24.18,20763,1059.16
Chile,755,541,Omicron (BA.1),27.6,21304,1086.76
Chile,769,617,Omicron (BA.1),31.47,21921,1118.23
Chile,783,617,Omicron (BA.1),31.47,22538,1149.7
Chile,797,607,Omicron (BA.1),30.96,23145,1180.66
Chile,811,699,Omicron (BA.1),35.66,23844,1216.32
Chile,825,574,Omicron (BA.2),29.28,24418,1245.6
Chile,839,704,Omicron (BA.2),35.91,25122,1281.51
Chile,853,1008,Omicron (BA.2),51.42,26130,1332.93
Chile,867,1014,Omicron (BA.2),51.72,27144,1384.65
Chile,881,1025,Omicron (BA.4),52.29,28169,1436.94
Chile,895,1040,Omicron (BA.4),53.05,29209,1489.99
Chile,909,965,Omicron (BA.4),49.23,30174,1539.22
Chile,923,890,Omicron (BA.4),45.4,31064,1584.62
Chile,937,773,Omicron (BA.5),39.43,31837,1624.05
Chile,951,822,Omicron (BA.5),41.93,32659,1665.98
Chile,965,650,Omicron (BA.5),33.16,33309,1699.14
Chile,979,488,Omicron (BA.5),24.89,33797,1724.03
Chile,993,439,Omicron (BA.5),22.39,34236,1746.42
Chile,1007,494,Omicron (BA.5),25.2,34730,1771.62
Chile,1021,574,Omicron (BA.5),29.28,35304,1800.9
Chile,1035,672,Omicron (BA.5),34.28,35976,1835.18
Chile,1049,619,Omicron (BA.5),31.58,36595,1866.76
Chile,1063,579,Omicron (BQ.1),29.54,37174,1896.3
Chile,1077,454,Omicron (BQ.1),23.16,37628,1919.46
Chile,1091,456,Omicron (BQ.1),23.26,38084,1942.72
Chile,1105,339,Omicron (BQ.1),17.29,38423,1960.01
Chile,1119,328,Omicron (BQ.1),16.73,38751,1976.74
Chile,1133,380,Omicron (XBB.1.5),19.38,39131,1996.12
Chile,1147,543,Omicron (XBB.1.5),27.7,39674,2023.82
Chile,1161,563,Omicron (XBB.1.5),28.72,40237,2052.54
Chile,1175,338,Omicron (XBB.1.5),17.24,40575,2069.78
Chile,1189,178,Omicron (XBB.1.5),9.08,40753,2078.86
Chile,1203,113,Omicron (XBB.1.5),5.76,40866,2084.62
Chile,1217,17,,0.87,40883,2085.49
Chile,1231,13,,0.66,40896,2086.15
Chile,1245,17,,0.87,40913,2087.02
Chile,1259,9,,0.46,40922,2087.48
Chile,1273,13,,0.66,40935,2088.14
Chile,1287,32,Omicron (XBB.1.5),1.63,40967,2089.77
Chile,1301,57,Omicron (XBB.1.5),2.91,41024,2092.68
Chile,1315,62,Omicron (XBB.1.5),3.16,41086,2095.84
Chile,1329,77,Omicron (XBB.1.5),3.93,41163,2099.77
Chile,1343,118,Omicron (XBB.1.5),6.02,41281,2105.79
Chile,1357,184,Omicron (EG.5.1),9.39,41465,2115.18
Chile,1371,239,Omicron (EG.5.1),12.19,41704,2127.37
Chile,1385,164,Omicron (XBB.1.5.70),8.37,41868,2135.74
Chile,1399,203,Omicron (EG.5.1),10.36,42071,2146.1
Chile,1413,210,Omicron (EG.5.1),10.71,42281,2156.81
Chile,1427,154,Omicron (EG.5.1),7.86,42435,2164.67
Chile,1441,119,Omicron (XBB.1.5),6.07,42554,2170.74
Chile,1455,172,Omicron (BA.2.86),8.77,42726,2179.51
Chile,1469,212,Omicron (BA.2.86),10.81,42938,2190.32
Chile,1483,190,Omicron (BA.2.86),9.69,43128,2200.01
Chile,1497,190,Omicron (BA.2.86),9.69,43318,2209.7
Chile,1511,375,Omicron (BA.2.86),19.13,43693,2228.83
Chile,1525,284,Omicron (BA.2.86),14.49,43977,2243.32
Chile,1539,80,Omicron (BA.2.86),4.08,44057,2247.4
Chile,1553,22,,1.12,44079,2248.52
Chile,1567,9,,0.46,44088,2248.98
China,111,17,,0.01,17,0.01
China,125,1,,0.0,18,0.01
China,153,7,,0.0,25,0.01
China,167,4,,0.0,29,0.01
China,181,3,,0.0,32,0.01
China,195,5,,0.0,37,0.01
China,209,8,,0.01,45,0.02
China,223,16,,0.01,61,0.03
China,237,5,,0.0,66,0.03
China,251,5,,0.0,71,0.03
China,293,1,,0.0,72,0.03
China,335,3,,0.0,75,0.03
China,349,16,,0.01,91,0.04
China,363,17,,0.01,108,0.05
China,377,26,,0.02,134,0.07
China,391,6,,0.0,140,0.07
China,433,3,,0.0,143,0.07
China,447,94,Others,0.07,237,0.14
China,461,18,,0.01,255,0.15
China,475,7,,0.0,262,0.15
China,489,46,Others,0.03,308,0.18
China,503,104,Delta,0.07,412,0.25
China,517,63,Delta,0.04,475,0.29
China,531,27,,0.02,502,0.31
China,545,83,Delta,0.06,585,0.37
China,559,44,Delta,0.03,629,0.4
China,573,57,Delta,0.04,686,0.44
China,587,33,Delta,0.02,719,0.46
China,601,91,Delta,0.06,810,0.52
China,615,238,Delta,0.17,1048,0.69
China,629,41,Delta,0.03,1089,0.72
China,643,44,Delta,0.03,1133,0.75
China,657,193,Delta,0.14,1326,0.89
China,671,207,Delta,0.15,1533,1.04
China,685,37,Delta,0.03,1570,1.07
China,699,41,Delta,0.03,1611,1.1
China,713,66,Omicron (BA.1),0.05,1677,1.15
China,727,258,Omicron (BA.1),0.18,1935,1.33
China,741,197,Delta,0.14,2132,1.47
China,755,143,Omicron (BA.1),0.1,2275,1.57
China,769,127,Omicron (BA.2),0.09,2402,1.66
China,783,339,Omicron (BA.2),0.24,2741,1.9
China,797,387,Omicron (BA.2),0.27,3128,2.17
China,811,156,Omicron (BA.2),0.11,3284,2.28
China,825,118,Omicron (BA.2),0.08,3402,2.36
China,839,359,Omicron (BA.2),0.25,3761,2.61
China,853,450,Omicron (BA.2),0.32,4211,2.93
China,867,227,Omicron (BA.2),0.16,4438,3.09
China,881,151,Omicron (BA.2),0.11,4589,3.2
China,895,73,Omicron (BA.5),0.05,4662,3.25
China,909,119,Omicron (BA.5),0.08,4781,3.33
China,923,135,Omicron (BA.2),0.09,4916,3.42
China,937,513,Omicron (BA.5),0.36,5429,3.78
China,951,109,Omicron (BA.5),0.08,5538,3.86
China,965,241,Omicron (BA.5),0.17,5779,4.03
China,979,202,Omicron (BA.5),0.14,5981,4.17
China,993,209,Omicron (BA.5),0.15,6190,4.32
China,1007,229,Omicron (BA.5),0.16,6419,4.48
China,1021,462,Omicron (BA.5),0.32,6881,4.8
China,1035,1075,Omicron (BA.5),0.75,7956,5.55
China,1049,2212,Omicron (BA.5),1.55,10168,7.1
China,1063,1494,Omicron (BA.5),1.05,11662,8.15
China,1077,3513,Omicron (BA.5),2.46,15175,10.61
China,1091,4156,Omicron (BA.5),2.91,19331,13.52
China,1105,2093,Omicron (BA.5),1.47,21424,14.99
China,1119,1842,Omicron (BA.5),1.29,23266,16.28
China,1133,2207,Omicron (BA.5),1.55,25473,17.83
China,1147,2408,Omicron (BA.5),1.69,27881,19.52
China,1161,1900,Omicron (BA.5),1.33,29781,20.85
China,1175,1519,Omicron (BA.5),1.07,31300,21.92
China,1189,2087,Omicron (BA.5),1.46,33387,23.38
China,1203,4226,Omicron (XBB.1.9),2.96,37613,26.34
China,1217,4971,Omicron (XBB.1.9),3.49,42584,29.83
China,1231,4380,Omicron (XBB.1.9),3.07,46964,32.9
China,1245,3190,Omicron (XBB.1.16),2.24,50154,35.14
China,1259,2434,Omicron (EG.5.1),1.71,52588,36.85
China,1273,1792,Omicron (EG.5.1),1.26,54380,38.11
China,1287,1698,Omicron (EG.5.1),1.19,56078,39.3
China,1301,1821,Omicron (EG.5.1),1.28,57899,40.58
China,1315,1930,Omicron (EG.5.1),1.35,59829,41.93
China,1329,1974,Omicron (EG.5.1),1.38,61803,43.31
China,1343,1870,Omicron (HK.3),1.31,63673,44.62
China,1357,1235,Omicron (HK.3),0.87,64908,45.49
China,1371,1456,Omicron (HK.3),1.02,66364,46.51
China,1385,875,Omicron (HK.3),0.61,67239,47.12
China,1399,730,Omicron (HK.3),0.51,67969,47.63
China,1413,444,Omicron (HK.3),0.31,68413,47.94
China,1427,418,Omicron (HK.3),0.29,68831,48.23
China,1441,393,Omicron (HK.3),0.28,69224,48.51
China,1455,208,Omicron (HK.3),0.15,69432,48.66
China,1469,468,Omicron (BA.2.86),0.33,69900,48.99
China,1483,718,Omicron (BA.2.86),0.5,70618,49.49
China,1497,1336,Omicron (BA.2.86),0.94,71954,50.43
China,1511,1836,Omicron (BA.2.86),1.29,73790,51.72
China,1525,1770,Omicron (BA.2.86),1.24,75560,52.96
China,1539,1024,Omicron (BA.2.86),0.72,76584,53.68
China,1553,1030,Omicron (BA.2.86),0.72,77614,54.4
China,1567,694,Omicron (BA.2.86),0.49,78308,54.89
China,1581,788,Omicron (BA.2.86),0.55,79096,55.44
China,1595,388,Omicron (BA.2.86),0.27,79484,55.71
China,1609,242,Omicron (BA.2.86),0.17,79726,55.88
China,1623,93,Omicron (BA.2.86),0.07,79819,55.95
China,1637,10,,0.01,79829,55.96
Colombia,111,80,Others,1.54,80,1.54
Colombia,125,1,,0.02,81,1.56
Colombia,139,8,,0.15,89,1.71
Colombia,153,15,,0.29,104,2.0
Colombia,167,21,,0.4,125,2.4
Colombia,181,21,,0.4,146,2.8
Colombia,195,5,,0.1,151,2.9
Colombia,209,11,,0.21,162,3.11
Colombia,223,8,,0.15,170,3.26
Colombia,237,3,,0.06,173,3.32
Colombia,251,2,,0.04,175,3.36
Colombia,265,11,,0.21,186,3.57
Colombia,279,11,,0.21,197,3.78
Colombia,293,11,,0.21,208,3.99
Colombia,307,23,,0.44,231,4.43
Colombia,321,32,Others,0.62,263,5.05
Colombia,335,35,Others,0.67,298,5.72
Colombia,349,47,Others,0.91,345,6.63
Colombia,363,52,Others,1.0,397,7.63
Colombia,377,38,Others,0.73,435,8.36
Colombia,391,13,,0.25,448,8.61
Colombia,405,12,,0.23,460,8.84
Colombia,419,43,Others,0.83,503,9.67
Colombia,433,64,Others,1.23,567,10.9
Colombia,447,452,Mu,8.71,1019,19.61
Colombia,461,419,Mu,8.08,1438,27.69
Colombia,475,274,Mu,5.28,1712,32.97
Colombia,489,233,Mu,4.49,1945,37.46
Colombia,503,225,Mu,4.34,2170,41.8
Colombia,517,254,Mu,4.9,2424,46.7
Colombia,531,330,Mu,6.36,2754,53.06
Colombia,545,621,Mu,11.97,3375,65.03
Colombia,559,620,Mu,11.95,3995,76.98
Colombia,573,826,Mu,15.92,4821,92.9
Colombia,587,672,Mu,12.95,5493,105.85
Colombia,601,309,Delta,5.96,5802,111.81
Colombia,615,676,Delta,13.03,6478,124.84
Colombia,629,803,Delta,15.48,7281,140.32
Colombia,643,622,Delta,11.99,7903,152.31
Colombia,657,668,Delta,12.88,8571,165.19
Colombia,671,576,Delta,11.1,9147,176.29
Colombia,685,506,Delta,9.75,9653,186.04
Colombia,699,308,Delta,5.94,9961,191.98
Colombia,713,645,Omicron (BA.1),12.43,10606,204.41
Colombia,727,1536,Omicron (BA.1),29.61,12142,234.02
Colombia,741,487,Omicron (BA.1),9.39,12629,243.41
Colombia,755,403,Omicron (BA.1),7.77,13032,251.18
Colombia,769,240,Omicron (BA.1),4.63,13272,255.81
Colombia,783,134,Omicron (BA.1),2.58,13406,258.39
Colombia,797,129,Omicron (BA.1),2.49,13535,260.88
Colombia,811,184,Omicron (BA.2),3.55,13719,264.43
Colombia,825,156,Omicron (BA.2),3.01,13875,267.44
Colombia,839,261,Omicron (BA.2),5.03,14136,272.47
Colombia,853,283,Omicron (BA.2),5.46,14419,277.93
Colombia,867,444,Omicron (BA.2),8.56,14863,286.49
Colombia,881,805,Omicron (BA.2),15.52,15668,302.01
Colombia,895,468,Omicron (BA.4),9.02,16136,311.03
Colombia,909,362,Omicron (BA.4),6.98,16498,318.01
Colombia,923,360,Omicron (BA.4),6.94,16858,324.95
Colombia,937,291,Omicron (BA.5),5.61,17149,330.56
Colombia,951,245,Omicron (BA.5),4.72,17394,335.28
Colombia,965,112,Omicron (BA.4),2.16,17506,337.44
Colombia,979,51,Omicron (BA.5),0.98,17557,338.42
Colombia,993,27,,0.52,17584,338.94
Colombia,1007,68,Omicron (BA.5),1.31,17652,340.25
Colombia,1021,161,Omicron (BQ.1),3.1,17813,343.35
Colombia,1035,211,Omicron (BQ.1),4.07,18024,347.42
Colombia,1049,268,Omicron (BQ.1),5.17,18292,352.59
Colombia,1063,382,Omicron (BQ.1),7.36,18674,359.95
