country,date,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k
Australia,2020-06-08,375.7101,375.7101,375.7101,1.4352455,1.4352455,1.4352455,-24.32825,-24.32825,-24.32825,-0.09293605,-0.09293605,-0.09293605
Australia,2020-06-15,112.01236,112.01236,112.01236,0.42789704,0.42789704,0.42789704,-37.67111,-37.67111,-37.67111,-0.14390694,-0.14390694,-0.14390694
Australia,2020-06-22,-212.08539,-212.08539,-212.08539,-0.8101848,-0.8101848,-0.8101848,-46.29968,-46.29968,-46.29968,-0.17686883,-0.17686883,-0.17686883
Australia,2020-06-29,-450.78314,-450.78314,-450.78314,-1.7220311,-1.7220311,-1.7220311,-34.099678,-34.099678,-34.099678,-0.13026376,-0.13026376,-0.13026376
Australia,2020-07-06,-691.6809,-691.6809,-691.6809,-2.6422815,-2.6422815,-2.6422815,-34.413963,-34.413963,-34.413963,-0.13146436,-0.13146436,-0.13146436
Australia,2020-07-13,-1013.7786,-1013.7786,-1013.7786,-3.8727233,-3.8727233,-3.8727233,-46.013966,-46.013966,-46.013966,-0.17577738,-0.17577738,-0.17577738
Australia,2020-07-20,-1228.4764,-1228.4764,-1228.4764,-4.6928873,-4.6928873,-4.6928873,-30.671108,-30.671108,-30.671108,-0.11716632,-0.11716632,-0.11716632
Australia,2020-07-27,-1380.1742,-1380.1742,-1380.1742,-5.272386,-5.272386,-5.272386,-21.671108,-21.671108,-21.671108,-0.08278553,-0.08278553,-0.08278553
Australia,2020-08-03,-1506.2719,-1506.2719,-1506.2719,-5.754091,-5.754091,-5.754091,-18.013966,-18.013966,-18.013966,-0.068814926,-0.068814926,-0.068814926
Australia,2020-08-10,-1601.7697,-1601.7697,-1601.7697,-6.1189003,-6.1189003,-6.1189003,-13.642536,-13.642536,-13.642536,-0.052115683,-0.052115683,-0.052115683
Australia,2020-08-17,-1886.4674,-1886.4674,-1886.4674,-7.206471,-7.206471,-7.206471,-40.67111,-40.67111,-40.67111,-0.1553672,-0.1553672,-0.1553672
Australia,2020-08-24,-2205.1653,-2205.1653,-2205.1653,-8.423924,-8.423924,-8.423924,-45.52825,-45.52825,-45.52825,-0.17392191,-0.17392191,-0.17392191
Australia,2020-08-31,-2448.863,-2448.863,-2448.863,-9.354871,-9.354871,-9.354871,-34.813965,-34.813965,-34.813965,-0.1329924,-0.1329924,-0.1329924
Australia,2020-09-07,-2664.9607,-2664.9607,-2664.9607,-10.180384,-10.180384,-10.180384,-30.871107,-30.871107,-30.871107,-0.11793034,-0.11793034,-0.11793034
Australia,2020-09-14,-2966.2585,-2966.2585,-2966.2585,-11.3313675,-11.3313675,-11.3313675,-43.042538,-43.042538,-43.042538,-0.16442625,-0.16442625,-0.16442625
Australia,2020-09-21,-3103.3562,-3103.3562,-3103.3562,-11.855093,-11.855093,-11.855093,-19.585394,-19.585394,-19.585394,-0.07481792,-0.07481792,-0.07481792
Australia,2020-09-28,-3198.254,-3198.254,-3198.254,-12.21761,-12.21761,-12.21761,-13.556822,-13.556822,-13.556822,-0.051788248,-0.051788248,-0.051788248
Australia,2020-10-05,-3391.7517,-3391.7517,-3391.7517,-12.956789,-12.956789,-12.956789,-27.642536,-27.642536,-27.642536,-0.10559691,-0.10559691,-0.10559691
Australia,2020-10-12,-3568.0493,-3568.0493,-3568.0493,-13.630261,-13.630261,-13.630261,-25.185392,-25.185392,-25.185392,-0.09621041,-0.09621041,-0.09621041
Australia,2020-10-19,-3720.1472,-3720.1472,-3720.1472,-14.211288,-14.211288,-14.211288,-21.72825,-21.72825,-21.72825,-0.08300382,-0.08300382,-0.08300382
Australia,2020-10-26,-3792.4448,-3792.4448,-3792.4448,-14.487472,-14.487472,-14.487472,-10.32825,-10.32825,-10.32825,-0.03945482,-0.03945482,-0.03945482
Australia,2020-11-02,-3818.7427,-3818.7427,-3818.7427,-14.587932,-14.587932,-14.587932,-3.7568219,-3.7568219,-3.7568219,-0.014351388,-0.014351388,-0.014351388
Australia,2020-11-09,-3696.4404,-3696.4404,-3696.4404,-14.120727,-14.120727,-14.120727,17.47175,17.47175,17.47175,0.06674361,0.06674361,0.06674361
Australia,2020-11-16,-3695.3381,-3695.3381,-3695.3381,-14.116516,-14.116516,-14.116516,0.15746388,0.15746388,0.15746388,0.0006015258,0.0006015258,0.0006015258
Australia,2020-11-23,-3743.436,-3743.436,-3743.436,-14.300253,-14.300253,-14.300253,-6.8711076,-6.8711076,-6.8711076,-0.026248233,-0.026248233,-0.026248233
Australia,2020-11-30,-3604.9336,-3604.9336,-3604.9336,-13.771163,-13.771163,-13.771163,19.786036,19.786036,19.786036,0.07558439,0.07558439,0.07558439
Australia,2020-12-07,-3638.4314,-3638.4314,-3638.4314,-13.899127,-13.899127,-13.899127,-4.785393,-4.785393,-4.785393,-0.018280622,-0.018280622,-0.018280622
Australia,2020-12-14,-3589.329,-3589.329,-3589.329,-13.711552,-13.711552,-13.711552,7.014607,7.014607,7.014607,0.026796412,0.026796412,0.026796412
Australia,2020-12-21,-3460.627,-3460.627,-3460.627,-13.219898,-13.219898,-13.219898,18.386036,18.386036,18.386036,0.070236266,0.070236266,0.070236266
Australia,2020-12-28,-3415.9023,-3415.9023,-3415.9023,-13.049046,-13.049046,-13.049046,6.3892455,6.3892455,6.3892455,0.024407478,0.024407478,0.024407478
Australia,2021-01-04,-3378.0164,-3378.0164,-3378.0164,-12.904318,-12.904318,-12.904318,5.412279,5.412279,5.412279,0.020675382,0.020675382,0.020675382
Australia,2021-01-11,-3411.4636,-3411.4636,-3411.4636,-13.03209,-13.03209,-13.03209,-4.778197,-4.778197,-4.778197,-0.01825313,-0.01825313,-0.01825313
Australia,2021-01-18,-3222.9111,-3222.9111,-3222.9111,-12.311803,-12.311803,-12.311803,26.936089,26.936089,26.936089,0.10289822,0.10289822,0.10289822
Australia,2021-01-25,-3246.0251,-3246.0251,-3246.0251,-12.400101,-12.400101,-12.400101,-3.3020065,-3.3020065,-3.3020065,-0.012613954,-0.012613954,-0.012613954
Australia,2021-02-01,-3100.806,-3100.806,-3100.806,-11.84535,-11.84535,-11.84535,20.745613,20.745613,20.745613,0.07925006,0.07925006,0.07925006
Australia,2021-02-08,-3094.2532,-3094.2532,-3094.2532,-11.820318,-11.820318,-11.820318,0.9360888,0.9360888,0.9360888,0.0035759413,0.0035759413,0.0035759413
Australia,2021-02-15,-3120.534,-3120.534,-3120.534,-11.920712,-11.920712,-11.920712,-3.7543874,-3.7543874,-3.7543874,-0.014342089,-0.014342089,-0.014342089
Australia,2021-02-22,-3089.4812,-3089.4812,-3089.4812,-11.802089,-11.802089,-11.802089,4.436089,4.436089,4.436089,0.016946249,0.016946249,0.016946249
Australia,2021-03-01,-2997.8115,-2997.8115,-2997.8115,-11.451903,-11.451903,-11.451903,13.095666,13.095666,13.095666,0.050026592,0.050026592,0.050026592
Australia,2021-03-08,-2898.542,-2898.542,-2898.542,-11.072684,-11.072684,-11.072684,14.18138,14.18138,14.18138,0.054174114,0.054174114,0.054174114
Australia,2021-03-15,-2764.8723,-2764.8723,-2764.8723,-10.562055,-10.562055,-10.562055,19.095667,19.095667,19.095667,0.072947115,0.072947115,0.072947115
Australia,2021-03-22,-2712.6025,-2712.6025,-2712.6025,-10.36238,-10.36238,-10.36238,7.467095,7.467095,7.467095,0.028524956,0.028524956,0.028524956
Australia,2021-03-29,-2629.333,-2629.333,-2629.333,-10.044282,-10.044282,-10.044282,11.895666,11.895666,11.895666,0.045442488,0.045442488,0.045442488
Australia,2021-04-05,-2696.4634,-2696.4634,-2696.4634,-10.300726,-10.300726,-10.300726,-9.590048,-9.590048,-9.590048,-0.036634825,-0.036634825,-0.036634825
Australia,2021-04-12,-2508.9937,-2508.9937,-2508.9937,-9.584576,-9.584576,-9.584576,26.78138,26.78138,26.78138,0.10230722,0.10230722,0.10230722
Australia,2021-04-19,-2336.324,-2336.324,-2336.324,-8.924962,-8.924962,-8.924962,24.667095,24.667095,24.667095,0.094230466,0.094230466,0.094230466
Australia,2021-04-26,-2126.4543,-2126.4543,-2126.4543,-8.123241,-8.123241,-8.123241,29.98138,29.98138,29.98138,0.1145315,0.1145315,0.1145315
Australia,2021-05-03,-1856.3846,-1856.3846,-1856.3846,-7.091552,-7.091552,-7.091552,38.58138,38.58138,38.58138,0.14738426,0.14738426,0.14738426
Australia,2021-05-10,-1705.115,-1705.115,-1705.115,-6.5136886,-6.5136886,-6.5136886,21.609951,21.609951,21.609951,0.08255191,0.08255191,0.08255191
Australia,2021-05-17,-1560.6453,-1560.6453,-1560.6453,-5.961802,-5.961802,-5.961802,20.638523,20.638523,20.638523,0.07884097,0.07884097,0.07884097
Australia,2021-05-24,-1336.9757,-1336.9757,-1336.9757,-5.107364,-5.107364,-5.107364,31.952808,31.952808,31.952808,0.12206253,0.12206253,0.12206253
Australia,2021-05-31,-1264.306,-1264.306,-1264.306,-4.8297596,-4.8297596,-4.8297596,10.38138,10.38138,10.38138,0.039657783,0.039657783,0.039657783
Australia,2021-06-07,-1077.6364,-1077.6364,-1077.6364,-4.1166654,-4.1166654,-4.1166654,26.667095,26.667095,26.667095,0.10187064,0.10187064,0.10187064
Australia,2021-06-14,-911.9667,-911.9667,-911.9667,-3.4837925,-3.4837925,-3.4837925,23.667095,23.667095,23.667095,0.090410374,0.090410374,0.090410374
Australia,2021-06-21,-812.697,-812.697,-812.697,-3.1045737,-3.1045737,-3.1045737,14.18138,14.18138,14.18138,0.054174114,0.054174114,0.054174114
Australia,2021-06-28,-756.82733,-756.82733,-756.82733,-2.8911467,-2.8911467,-2.8911467,7.9813805,7.9813805,7.9813805,0.030489573,0.030489573,0.030489573
Australia,2021-07-05,-699.5577,-699.5577,-699.5577,-2.6723716,-2.6723716,-2.6723716,8.18138,8.18138,8.18138,0.03125359,0.03125359,0.03125359
Australia,2021-07-12,-570.48804,-570.48804,-570.48804,-2.1793141,-2.1793141,-2.1793141,18.438522,18.438522,18.438522,0.070436776,0.070436776,0.070436776
Australia,2021-07-19,-501.61835,-501.61835,-501.61835,-1.916226,-1.916226,-1.916226,9.838523,9.838523,9.838523,0.03758402,0.03758402,0.03758402
Australia,2021-07-26,-410.3487,-410.3487,-410.3487,-1.567568,-1.567568,-1.567568,13.038524,13.038524,13.038524,0.0498083,0.0498083,0.0498083
Australia,2021-08-02,-467.07904,-467.07904,-467.07904,-1.7842828,-1.7842828,-1.7842828,-8.104334,-8.104334,-8.104334,-0.030959265,-0.030959265,-0.030959265
Australia,2021-08-09,-580.20935,-580.20935,-580.20935,-2.2164507,-2.2164507,-2.2164507,-16.161476,-16.161476,-16.161476,-0.061738256,-0.061738256,-0.061738256
Australia,2021-08-16,-675.7397,-675.7397,-675.7397,-2.581385,-2.581385,-2.581385,-13.647191,-13.647191,-13.647191,-0.052133467,-0.052133467,-0.052133467
Australia,2021-08-23,-879.47003,-879.47003,-879.47003,-3.3596525,-3.3596525,-3.3596525,-29.104334,-29.104334,-29.104334,-0.1111811,-0.1111811,-0.1111811
Australia,2021-08-30,-1018.2004,-1018.2004,-1018.2004,-3.8896146,-3.8896146,-3.8896146,-19.818619,-19.818619,-19.818619,-0.075708866,-0.075708866,-0.075708866
Australia,2021-09-06,-1166.9307,-1166.9307,-1166.9307,-4.4577775,-4.4577775,-4.4577775,-21.24719,-21.24719,-21.24719,-0.08116613,-0.08116613,-0.08116613
Australia,2021-09-13,-1157.061,-1157.061,-1157.061,-4.4200745,-4.4200745,-4.4200745,1.4099518,1.4099518,1.4099518,0.0053861397,0.0053861397,0.0053861397
Australia,2021-09-20,-1221.3914,-1221.3914,-1221.3914,-4.665822,-4.665822,-4.665822,-9.190048,-9.190048,-9.190048,-0.03510679,-0.03510679,-0.03510679
Australia,2021-09-27,-999.5217,-999.5217,-999.5217,-3.8182607,-3.8182607,-3.8182607,31.695665,31.695665,31.695665,0.12108022,0.12108022,0.12108022
Australia,2021-10-04,-904.4521,-904.4521,-904.4521,-3.4550862,-3.4550862,-3.4550862,13.581381,13.581381,13.581381,0.051882062,0.051882062,0.051882062
Australia,2021-10-11,-812.9824,-812.9824,-812.9824,-3.105664,-3.105664,-3.105664,13.067095,13.067095,13.067095,0.04991745,0.04991745,0.04991745
Australia,2021-10-18,-663.31274,-663.31274,-663.31274,-2.5339127,-2.5339127,-2.5339127,21.38138,21.38138,21.38138,0.08167875,0.08167875,0.08167875
Australia,2021-10-25,-473.44308,-473.44308,-473.44308,-1.808594,-1.808594,-1.808594,27.124237,27.124237,27.124237,0.10361697,0.10361697,0.10361697
Australia,2021-11-01,-300.7734,-300.7734,-300.7734,-1.1489807,-1.1489807,-1.1489807,24.667095,24.667095,24.667095,0.094230466,0.094230466,0.094230466
Australia,2021-11-08,-202.10374,-202.10374,-202.10374,-0.772054,-0.772054,-0.772054,14.095666,14.095666,14.095666,0.05384668,0.05384668,0.05384668
Australia,2021-11-15,96.16592,96.16592,96.16592,0.36736223,0.36736223,0.36736223,42.60995,42.60995,42.60995,0.16277374,0.16277374,0.16277374
Australia,2021-11-22,285.2356,285.2356,285.2356,1.0896249,1.0896249,1.0896249,27.009953,27.009953,27.009953,0.103180386,0.103180386,0.103180386
Australia,2021-11-29,510.10526,510.10526,510.10526,1.9486468,1.9486468,1.9486468,32.124237,32.124237,32.124237,0.1227174,0.1227174,0.1227174
Australia,2021-12-06,705.5749,705.5749,705.5749,2.695358,2.695358,2.695358,27.924238,27.924238,27.924238,0.10667303,0.10667303,0.10667303
Australia,2021-12-13,911.04456,911.04456,911.04456,3.4802701,3.4802701,3.4802701,29.35281,29.35281,29.35281,0.1121303,0.1121303,0.1121303
Australia,2021-12-20,1273.1143,1273.1143,1273.1143,4.863408,4.863408,4.863408,51.72424,51.72424,51.72424,0.19759113,0.19759113,0.19759113
Australia,2021-12-27,1536.7839,1536.7839,1536.7839,5.8706493,5.8706493,5.8706493,37.667095,37.667095,37.667095,0.1438916,0.1438916,0.1438916
Australia,2022-01-03,1848.6372,1848.6372,1848.6372,7.0619564,7.0619564,7.0619564,44.55048,44.55048,44.55048,0.17018674,0.17018674,0.17018674
Australia,2022-01-10,2575.1572,2575.1572,2575.1572,9.837327,9.837327,9.837327,103.788574,103.788574,103.788574,0.39648145,0.39648145,0.39648145
Australia,2022-01-17,3478.6772,3478.6772,3478.6772,13.288853,13.288853,13.288853,129.0743,129.0743,129.0743,0.4930751,0.4930751,0.4930751
Australia,2022-01-24,4269.531,4269.531,4269.531,16.309982,16.309982,16.309982,112.97905,112.97905,112.97905,0.43158987,0.43158987,0.43158987
Australia,2022-01-31,5058.7173,5058.7173,5058.7173,19.324743,19.324743,19.324743,112.74096,112.74096,112.74096,0.43068033,0.43068033,0.43068033
Australia,2022-02-07,5640.2373,5640.2373,5640.2373,21.546202,21.546202,21.546202,83.07429,83.07429,83.07429,0.31735107,0.31735107,0.31735107
Australia,2022-02-14,6063.9243,6063.9243,6063.9243,23.164722,23.164722,23.164722,60.526672,60.526672,60.526672,0.23121719,0.23121719,0.23121719
Australia,2022-02-21,6428.9443,6428.9443,6428.9443,24.55913,24.55913,24.55913,52.14572,52.14572,52.14572,0.19920121,0.19920121,0.19920121
Australia,2022-02-28,6802.581,6802.581,6802.581,25.986456,25.986456,25.986456,53.376724,53.376724,53.376724,0.20390376,0.20390376,0.20390376
Australia,2022-03-07,6968.8184,6968.8184,6968.8184,26.621496,26.621496,26.621496,23.748154,23.748154,23.748154,0.09072003,0.09072003,0.09072003
Australia,2022-03-14,7337.4556,7337.4556,7337.4556,28.029722,28.029722,28.029722,52.66244,52.66244,52.66244,0.20117514,0.20117514,0.20117514
Australia,2022-03-21,7669.6924,7669.6924,7669.6924,29.298897,29.298897,29.298897,47.46244,47.46244,47.46244,0.18131068,0.18131068,0.18131068
Australia,2022-03-28,8051.9297,8051.9297,8051.9297,30.759077,30.759077,30.759077,54.605297,54.605297,54.605297,0.20859702,0.20859702,0.20859702
Australia,2022-04-04,8446.767,8446.767,8446.767,32.267387,32.267387,32.267387,56.405296,56.405296,56.405296,0.21547318,0.21547318,0.21547318
Australia,2022-04-11,8726.204,8726.204,8726.204,33.33486,33.33486,33.33486,39.919582,39.919582,39.919582,0.15249631,0.15249631,0.15249631
Australia,2022-04-18,9106.841,9106.841,9106.841,34.78893,34.78893,34.78893,54.376724,54.376724,54.376724,0.20772386,0.20772386,0.20772386
Australia,2022-04-25,9511.678,9511.678,9511.678,36.33544,36.33544,36.33544,57.83387,57.83387,57.83387,0.22093044,0.22093044,0.22093044
Australia,2022-05-02,10063.715,10063.715,10063.715,38.444275,38.444275,38.444275,78.86244,78.86244,78.86244,0.30126143,0.30126143,0.30126143
Australia,2022-05-09,10614.952,10614.952,10614.952,40.55005,40.55005,40.55005,78.74815,78.74815,78.74815,0.30082485,0.30082485,0.30082485
Australia,2022-05-16,11028.389,11028.389,11028.389,42.129414,42.129414,42.129414,59.06244,59.06244,59.06244,0.2256237,0.2256237,0.2256237
Australia,2022-05-23,11486.026,11486.026,11486.026,43.87763,43.87763,43.87763,65.376724,65.376724,65.376724,0.24974482,0.24974482,0.24974482
Australia,2022-05-30,12070.663,12070.663,12070.663,46.110992,46.110992,46.110992,83.519585,83.519585,83.519585,0.31905213,0.31905213,0.31905213
Australia,2022-06-06,12704.301,12704.301,12704.301,48.53154,48.53154,48.53154,90.519585,90.519585,90.519585,0.34579274,0.34579274,0.34579274
Australia,2022-06-13,13486.9375,13486.9375,13486.9375,51.521282,51.521282,51.521282,111.8053,111.8053,111.8053,0.42710602,0.42710602,0.42710602
Australia,2022-06-20,14107.175,14107.175,14107.175,53.890644,53.890644,53.890644,88.60529,88.60529,88.60529,0.33848,0.33848,0.33848
Australia,2022-06-27,14584.012,14584.012,14584.012,55.712204,55.712204,55.712204,68.11958,68.11958,68.11958,0.26022276,0.26022276,0.26022276
Australia,2022-07-04,15191.249,15191.249,15191.249,58.031902,58.031902,58.031902,86.74815,86.74815,86.74815,0.33138555,0.33138555,0.33138555
Australia,2022-07-11,15820.286,15820.286,15820.286,60.43488,60.43488,60.43488,89.86244,89.86244,89.86244,0.3432824,0.3432824,0.3432824
Australia,2022-07-18,16388.123,16388.123,16388.123,62.604065,62.604065,62.604065,81.11958,81.11958,81.11958,0.30988392,0.30988392,0.30988392
Australia,2022-07-25,16948.36,16948.36,16948.36,64.74422,64.74422,64.74422,80.03387,80.03387,80.03387,0.3057364,0.3057364,0.3057364
Australia,2022-08-01,17600.598,17600.598,17600.598,67.235825,67.235825,67.235825,93.17673,93.17673,93.17673,0.35594326,0.35594326,0.35594326
Australia,2022-08-08,18143.434,18143.434,18143.434,69.30951,69.30951,69.30951,77.54816,77.54816,77.54816,0.29624075,0.29624075,0.29624075
Australia,2022-08-15,18451.871,18451.871,18451.871,70.48776,70.48776,70.48776,44.06244,44.06244,44.06244,0.16832238,0.16832238,0.16832238
Australia,2022-08-22,18688.107,18688.107,18688.107,71.39021,71.39021,71.39021,33.748154,33.748154,33.748154,0.12892091,0.12892091,0.12892091
Australia,2022-08-29,18759.346,18759.346,18759.346,71.662346,71.662346,71.662346,10.176725,10.176725,10.176725,0.038875982,0.038875982,0.038875982
Australia,2022-09-05,18946.582,18946.582,18946.582,72.3776,72.3776,72.3776,26.748154,26.748154,26.748154,0.102180295,0.102180295,0.102180295
Australia,2022-09-12,19134.42,19134.42,19134.42,73.09516,73.09516,73.09516,26.833868,26.833868,26.833868,0.102507725,0.102507725,0.102507725
Australia,2022-09-19,19358.057,19358.057,19358.057,73.94947,73.94947,73.94947,31.948154,31.948154,31.948154,0.12204475,0.12204475,0.12204475
Australia,2022-09-26,19438.895,19438.895,19438.895,74.25828,74.25828,74.25828,11.548154,11.548154,11.548154,0.044114962,0.044114962,0.044114962
Australia,2022-10-03,19605.932,19605.932,19605.932,74.89637,74.89637,74.89637,23.86244,23.86244,23.86244,0.09115661,0.09115661,0.09115661
Australia,2022-10-10,19782.367,19782.367,19782.367,75.57038,75.57038,75.57038,25.205297,25.205297,25.205297,0.096286446,0.096286446,0.096286446
Australia,2022-10-17,20086.004,20086.004,20086.004,76.7303,76.7303,76.7303,43.376724,43.376724,43.376724,0.1657029,0.1657029,0.1657029
Australia,2022-10-24,20229.842,20229.842,20229.842,77.27977,77.27977,77.27977,20.548155,20.548155,20.548155,0.07849575,0.07849575,0.07849575
Australia,2022-10-31,20456.479,20456.479,20456.479,78.145546,78.145546,78.145546,32.376724,32.376724,32.376724,0.123681925,0.123681925,0.123681925
Australia,2022-11-07,20844.115,20844.115,20844.115,79.62635,79.62635,79.62635,55.376724,55.376724,55.376724,0.21154395,0.21154395,0.21154395
Australia,2022-11-14,21231.354,21231.354,21231.354,81.10563,81.10563,81.10563,55.319584,55.319584,55.319584,0.21132566,0.21132566,0.21132566
Australia,2022-11-21,21636.39,21636.39,21636.39,82.65291,82.65291,82.65291,57.86244,57.86244,57.86244,0.2210396,0.2210396,0.2210396
Australia,2022-11-28,22016.227,22016.227,22016.227,84.10392,84.10392,84.10392,54.26244,54.26244,54.26244,0.20728728,0.20728728,0.20728728
Australia,2022-12-05,22588.664,22588.664,22588.664,86.29068,86.29068,86.29068,81.776726,81.776726,81.776726,0.31239426,0.31239426,0.31239426
Australia,2022-12-12,23050.102,23050.102,23050.102,88.053406,88.053406,88.053406,65.919586,65.919586,65.919586,0.25181857,0.25181857,0.25181857
Australia,2022-12-19,23596.139,23596.139,23596.139,90.13932,90.13932,90.13932,78.005295,78.005295,78.005295,0.29798707,0.29798707,0.29798707
Australia,2022-12-26,24044.775,24044.775,24044.775,91.85315,91.85315,91.85315,64.09101,64.09101,64.09101,0.24483328,0.24483328,0.24483328
Australia,2023-01-02,24480.596,24480.596,24480.596,93.51802,93.51802,93.51802,62.260113,62.260113,62.260113,0.23783909,0.23783909,0.23783909
Australia,2023-01-09,24718.084,24718.084,24718.084,94.42525,94.42525,94.42525,33.92678,33.92678,33.92678,0.12960327,0.12960327,0.12960327
Australia,2023-01-16,25021.572,25021.572,25021.572,95.584595,95.584595,95.584595,43.35535,43.35535,43.35535,0.16562124,0.16562124,0.16562124
Australia,2023-01-23,25215.393,25215.393,25215.393,96.325005,96.325005,96.325005,27.688684,27.688684,27.688684,0.105773196,0.105773196,0.105773196
Australia,2023-01-30,25593.547,25593.547,25593.547,97.76959,97.76959,97.76959,54.02202,54.02202,54.02202,0.20636883,0.20636883,0.20636883
Australia,2023-02-06,25782.033,25782.033,25782.033,98.48963,98.48963,98.48963,26.926779,26.926779,26.926779,0.102862656,0.102862656,0.102862656
Australia,2023-02-13,26050.688,26050.688,26050.688,99.51591,99.51591,99.51591,38.37916,38.37916,38.37916,0.14661175,0.14661175,0.14661175
Australia,2023-02-20,26205.676,26205.676,26205.676,100.10798,100.10798,100.10798,22.141066,22.141066,22.141066,0.08458081,0.08458081,0.08458081
Australia,2023-02-27,26461.28,26461.28,26461.28,101.084404,101.084404,101.084404,36.514927,36.514927,36.514927,0.13949022,0.13949022,0.13949022
Australia,2023-03-06,26756.484,26756.484,26756.484,102.21211,102.21211,102.21211,42.17207,42.17207,42.17207,0.161101,0.161101,0.161101
Australia,2023-03-13,27151.088,27151.088,27151.088,103.719536,103.719536,103.719536,56.37207,56.37207,56.37207,0.21534625,0.21534625,0.21534625
Australia,2023-03-20,27419.293,27419.293,27419.293,104.7441,104.7441,104.7441,38.314926,38.314926,38.314926,0.14636639,0.14636639,0.14636639
Australia,2023-03-27,27648.498,27648.498,27648.498,105.61968,105.61968,105.61968,32.7435,32.7435,32.7435,0.12508303,0.12508303,0.12508303
Australia,2023-04-03,27837.303,27837.303,27837.303,106.340935,106.340935,106.340935,26.97207,26.97207,26.97207,0.10303567,0.10303567,0.10303567
Australia,2023-04-10,28179.707,28179.707,28179.707,107.64895,107.64895,107.64895,48.91493,48.91493,48.91493,0.18685931,0.18685931,0.18685931
Australia,2023-04-17,28574.31,28574.31,28574.31,109.15637,109.15637,109.15637,56.37207,56.37207,56.37207,0.21534625,0.21534625,0.21534625
Australia,2023-04-24,28946.115,28946.115,28946.115,110.5767,110.5767,110.5767,53.11493,53.11493,53.11493,0.20290367,0.20290367,0.20290367
Australia,2023-05-01,29315.121,29315.121,29315.121,111.98633,111.98633,111.98633,52.714928,52.714928,52.714928,0.20137565,0.20137565,0.20137565
Australia,2023-05-08,29803.324,29803.324,29803.324,113.85131,113.85131,113.85131,69.7435,69.7435,69.7435,0.26642627,0.26642627,0.26642627
Australia,2023-05-15,30328.729,30328.729,30328.729,115.858406,115.858406,115.858406,75.057785,75.057785,75.057785,0.2867273,0.2867273,0.2867273
Australia,2023-05-22,30804.334,30804.334,30804.334,117.675255,117.675255,117.675255,67.9435,67.9435,67.9435,0.25955012,0.25955012,0.25955012
Australia,2023-05-29,31367.938,31367.938,31367.938,119.82827,119.82827,119.82827,80.51493,80.51493,80.51493,0.3075741,0.3075741,0.3075741
Australia,2023-06-05,31635.543,31635.543,31635.543,120.85055,120.85055,120.85055,38.229214,38.229214,38.229214,0.14603895,0.14603895,0.14603895
Australia,2023-06-12,31875.146,31875.146,31875.146,121.765854,121.765854,121.765854,34.229214,34.229214,34.229214,0.1307586,0.1307586,0.1307586
Australia,2023-06-19,32311.352,32311.352,32311.352,123.4322,123.4322,123.4322,62.314926,62.314926,62.314926,0.23804848,0.23804848,0.23804848
Australia,2023-06-26,32594.156,32594.156,32594.156,124.512535,124.512535,124.512535,40.400642,40.400642,40.400642,0.154334,0.154334,0.154334
Australia,2023-07-03,32867.36,32867.36,32867.36,125.5562,125.5562,125.5562,39.029213,39.029213,39.029213,0.14909501,0.14909501,0.14909501
Australia,2023-07-10,33050.363,33050.363,33050.363,126.255295,126.255295,126.255295,26.1435,26.1435,26.1435,0.09987046,0.09987046,0.09987046
Australia,2023-07-17,33166.168,33166.168,33166.168,126.69768,126.69768,126.69768,16.543499,16.543499,16.543499,0.06319762,0.06319762,0.06319762
Australia,2023-07-24,33272.375,33272.375,33272.375,127.103386,127.103386,127.103386,15.1720705,15.1720705,15.1720705,0.05795864,0.05795864,0.05795864
Australia,2023-07-31,33317.58,33317.58,33317.58,127.27607,127.27607,127.27607,6.457785,6.457785,6.457785,0.024669304,0.024669304,0.024669304
Australia,2023-08-07,33336.383,33336.383,33336.383,127.34791,127.34791,127.34791,2.6863563,2.6863563,2.6863563,0.010262117,0.010262117,0.010262117
Australia,2023-08-14,33359.79,33359.79,33359.79,127.43731,127.43731,127.43731,3.3434992,3.3434992,3.3434992,0.01277246,0.01277246,0.01277246
Australia,2023-08-21,33209.992,33209.992,33209.992,126.86508,126.86508,126.86508,-21.399359,-21.399359,-21.399359,-0.08174742,-0.08174742,-0.08174742
Australia,2023-08-28,33023.195,33023.195,33023.195,126.151505,126.151505,126.151505,-26.685072,-26.685072,-26.685072,-0.10193931,-0.10193931,-0.10193931
Australia,2023-09-04,32856.402,32856.402,32856.402,125.51433,125.51433,125.51433,-23.827929,-23.827929,-23.827929,-0.09102478,-0.09102478,-0.09102478
Australia,2023-09-11,32861.207,32861.207,32861.207,125.532684,125.532684,125.532684,0.68635637,0.68635637,0.68635637,0.0026219413,0.0026219413,0.0026219413
Australia,2023-09-18,32739.81,32739.81,32739.81,125.06895,125.06895,125.06895,-17.342215,-17.342215,-17.342215,-0.06624878,-0.06624878,-0.06624878
